,State,County,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens,Men in Law-Enforcement,Women in Law-Enforcement,Law-Enforcement per 1000,Unemployment Rate (%)
1980,NORTH CAROLINA,DURHAM,294618,34.6,54093,31473,48907,16.60013984,10119,738,157,3.03783204,3.43461703
1981,NORTH CAROLINA,EDGECOMBE,54669,40.3,32298,18009,13750,25.15136549,3087,197,57,4.646143152,5.646710201
1982,NORTH CAROLINA,FORSYTH,364691,38,46283,27593,69253,18.9895007,15067,1029,175,3.301425042,4.131442783
1983,NORTH CAROLINA,FRANKLIN,62989,40.4,44272,22394,9967,15.82339774,2438,227,54,4.461096382,3.870517074
1984,NORTH CAROLINA,GASTON,211753,40,44288,23710,35812,16.91215709,10077,779,104,4.169952728,4.758846392
1985,NORTH CAROLINA,GATES,11615,44.6,51582,23602,1391,11.97589324,540,47,46,8.006887645,4.649160568
1986,NORTH CAROLINA,GRAHAM,8651,44.8,34778,18783,1650,19.07293954,310,38,0,4.392555774,3.583400763
1987,NORTH CAROLINA,GRANVILLE,58341,41.9,50317,23563,9109,15.61337653,1820,245,87,5.690680653,3.119589997
1988,NORTH CAROLINA,GREENE,21241,39.8,37190,18682,4646,21.87279318,976,156,35,8.992043689,4.594887246
1989,NORTH CAROLINA,GUILFORD,511815,37.1,46896,27531,87165,17.03056769,19809,1234,345,3.085099108,3.870343777
1990,NORTH CAROLINA,HALIFAX,52849,42.4,32549,20134,13782,26.07807149,2572,385,151,10.14210297,4.86669568
1991,NORTH CAROLINA,HARNETT,126620,33.7,47930,21214,22461,17.73890381,5261,650,147,6.294424262,4.154951824
1992,NORTH CAROLINA,HAYWOOD,59577,47.2,43097,26483,9851,16.53490441,1599,252,31,4.750155261,2.683921648
1993,NORTH CAROLINA,HENDERSON,110905,46.8,48138,26534,14559,13.12745142,2371,257,36,2.641900726,2.137865741
1994,NORTH CAROLINA,HERTFORD,24285,41.9,34523,17650,5217,21.48239654,1195,224,134,14.74161005,4.920732963
1995,NORTH CAROLINA,HOKE,51853,31.7,42704,18715,11545,22.26486414,2338,159,81,4.628468941,4.50890016
1996,NORTH CAROLINA,HYDE,5629,41.8,37741,18770,1108,19.68378042,369,48,28,13.50151004,6.555338426
1997,NORTH CAROLINA,IREDELL,167493,40.4,53937,28268,22114,13.20293982,7333,559,129,4.107634349,4.378093413
1998,NORTH CAROLINA,JACKSON,41227,37.1,40278,21903,8646,20.97169331,959,176,95,6.573362117,2.326145487
1999,NORTH CAROLINA,JOHNSTON,182155,37.7,51980,23171,26272,14.42288161,6811,970,115,5.956465647,3.739123274
2000,NORTH CAROLINA,JONES,10074,47,34080,20348,2285,22.68215207,511,67,28,9.430216399,5.072463768
2001,NORTH CAROLINA,LEE,59540,37.6,46402,22389,10673,17.92576419,2677,285,28,5.256970104,4.496137051
2002,NORTH CAROLINA,LENOIR,58343,42.1,36956,20773,12614,21.62041719,3473,370,112,8.261488096,5.952727834
2003,NORTH CAROLINA,LINCOLN,79783,42.4,49283,26352,11907,14.92423198,3599,378,65,5.552561323,4.51098605
2004,NORTH CAROLINA,MCDOWELL,45013,43.1,37590,19233,8814,19.58100993,1917,259,133,8.708595295,4.258769689
2005,NORTH CAROLINA,MACON,33991,49,39593,25195,6183,18.19010915,847,163,0,4.795387014,2.491836074
2006,NORTH CAROLINA,MADISON,21130,43.9,40408,22278,3337,15.79271178,720,74,72,6.909607194,3.40747752
2007,NORTH CAROLINA,MARTIN,23510,46.2,34957,21149,4721,20.08081667,1384,61,87,6.295193535,5.886856657
2008,NORTH CAROLINA,MECKLENBURG,1011774,34.7,59268,34091,141024,13.93829057,44283,1923,580,2.473872624,4.376767934
2009,NORTH CAROLINA,MITCHELL,15263,46.9,39658,22130,2688,17.61121667,425,183,13,12.84151215,2.784511564
2010,NORTH CAROLINA,MONTGOMERY,27475,41.4,34819,20007,5821,21.18653321,1030,123,57,6.551410373,3.748862602
2011,NORTH CAROLINA,MOORE,93070,45,51873,29679,13478,14.48157301,2927,332,44,4.039969915,3.144944665
2012,NORTH CAROLINA,NASH,94385,41.2,43804,24106,16057,17.01223711,4354,380,81,4.884250675,4.613021137
2013,NORTH CAROLINA,NEW HANOVER,216430,38.4,51232,30375,37167,17.17275794,8872,749,96,3.904264658,4.09924687
2014,NORTH CAROLINA,NORTHAMPTON,20628,48.2,31543,18836,5616,27.22513089,1042,200,184,18.61547411,5.051386465
2015,NORTH CAROLINA,ONSLOW,185755,26.4,46786,22590,23890,12.86102662,8257,755,92,4.559769589,4.44510242
2016,NORTH CAROLINA,ORANGE,139807,33.6,61130,37103,18713,13.38488059,4444,279,128,2.911156094,3.178667735
2017,NORTH CAROLINA,PAMLICO,12892,50.4,43808,24332,1773,13.75271486,487,57,16,5.662426311,3.777536457
2018,NORTH CAROLINA,PASQUOTANK,39909,37.8,45750,22549,6521,16.33967276,1528,273,81,8.870179659,3.828710316
2019,NORTH CAROLINA,PENDER,56358,42.7,46580,24031,10304,18.28311863,2605,224,15,4.240746655,4.622236417
2020,NORTH CAROLINA,PERQUIMANS,13470,47.9,45208,25407,2208,16.39198218,637,49,25,5.493689681,4.729027468
2021,NORTH CAROLINA,PERSON,39196,42.8,43297,22049,7127,18.18297785,2495,112,17,3.291152158,6.365445454
2022,NORTH CAROLINA,PITT,175150,31.7,42308,24066,41412,23.64373394,10571,922,290,6.919783043,6.03539823
2023,NORTH CAROLINA,POLK,20324,51.3,47396,28175,2902,14.2786853,723,66,0,3.247392246,3.557370596
2024,NORTH CAROLINA,RANDOLPH,142588,41.1,43010,21731,23757,16.66128987,4823,519,62,4.074676691,3.382472578
2025,NORTH CAROLINA,RICHMOND,45710,40,32526,19411,11443,25.03390943,2257,311,150,10.0853205,4.937650405
2026,NORTH CAROLINA,ROBESON,134576,35.6,31298,16221,40313,29.95556414,5819,619,224,6.264118416,4.323950779
2027,NORTH DAKOTA,RENVILLE,2573,39.2,65927,31646,169,6.568208317,12,5,7,4.663816557,0.466381656
2028,NORTH DAKOTA,RICHLAND,16329,38.2,58125,28534,1501,9.192234675,255,63,0,3.858166452,1.561638802
2029,NORTH DAKOTA,ROLETTE,14607,30.3,37313,17744,4523,30.96460601,281,20,4,1.643047854,1.923735195
2030,NORTH DAKOTA,SARGENT,3889,45.3,57472,33072,221,5.68269478,19,5,0,1.285677552,0.48855747
2031,NORTH DAKOTA,SHERIDAN,1395,51.3,48375,31244,235,16.84587814,26,0,0,0,1.863799283
2032,NORTH DAKOTA,SIOUX,4431,26.9,39539,15338,1646,37.1473708,323,6,2,1.805461521,7.289550891
2033,NORTH DAKOTA,SLOPE,665,52.1,58750,36168,67,10.07518797,0,4,1,7.518796992,0
2034,NORTH DAKOTA,STARK,29837,34.5,76817,37681,1961,6.572376579,555,140,0,4.69216074,1.860106579
2035,NORTH DAKOTA,STEELE,1969,49.8,58603,36802,119,6.043676993,43,16,0,8.12595226,2.18384967
2036,NORTH DAKOTA,STUTSMAN,21108,40.2,53685,30623,2108,9.986734887,292,125,48,8.195944666,1.383361759
2037,NORTH DAKOTA,TOWNER,2292,47.8,53929,33785,317,13.83071553,53,15,0,6.544502618,2.312390925
2038,NORTH DAKOTA,TRAILL,8075,41,55764,31188,637,7.888544892,111,19,0,2.352941176,1.374613003
2039,NORTH DAKOTA,WALSH,10995,45.2,51181,30266,1134,10.31377899,191,12,5,1.546157344,1.737153251
2040,NORTH DAKOTA,WARD,68954,31.1,63037,32395,4889,7.090234069,887,386,116,7.280215796,1.286364823
2041,NORTH DAKOTA,WELLS,4179,51.8,50685,30260,214,5.120842307,45,2,0,0.478583393,1.076812635
2042,NORTH DAKOTA,WILLIAMS,31643,32,90080,45442,3033,9.585058307,356,36,18,1.706538571,1.125051354
2043,OHIO,ADAMS,28111,42.1,34709,18901,6770,24.08309914,1120,32,0,1.13834442,3.984205471
2044,OHIO,ALLEN,104664,38.2,45575,23600,16228,15.50485363,3957,539,93,6.038370404,3.780669571
2045,OHIO,ASHLAND,53343,40,48509,22604,7859,14.73295465,1488,64,66,2.437058283,2.789494404
2046,OHIO,ASHTABULA,99175,42.2,41158,20978,18735,18.89084951,3545,307,28,3.377867406,3.574489539
2047,OHIO,ATHENS,65103,28.2,34221,18602,17301,26.57481222,2820,246,9,3.91687019,4.331597622
2048,OHIO,AUGLAIZE,45871,41.2,55914,26690,3973,8.661245667,959,69,24,2.027424735,2.090645506
2049,OHIO,BELMONT,69228,44.1,44719,24533,9839,14.21245739,2512,480,73,7.988097302,3.628589588
2050,OHIO,BROWN,44059,41.1,47999,23776,7179,16.29406024,1650,240,3,5.515331714,3.744978325
2051,OHIO,BUTLER,373638,36.5,59652,28556,49134,13.15016139,11637,966,150,2.986848233,3.114511907
2052,OHIO,CARROLL,28108,44.7,48545,25093,3873,13.7789953,890,13,0,0.462501779,3.166358332
2053,OHIO,CHAMPAIGN,39175,41.6,53673,24715,4279,10.92278239,1411,97,54,3.854499043,3.601786854
2054,OHIO,CLARK,136175,41.2,44154,23992,23792,17.47163576,5861,305,75,2.790526896,4.304020562
2055,OHIO,CLERMONT,201092,39.7,61265,30060,20968,10.42706821,5180,470,112,2.894197681,2.575935393
2056,OHIO,CLINTON,41854,39.4,48675,23612,6169,14.73933196,1336,77,23,2.389257896,3.19204855
2057,OHIO,COLUMBIANA,105230,43.4,45389,23785,15946,15.15347334,4289,243,21,2.508790269,4.075833888
2058,OHIO,COSHOCTON,36665,41.2,43380,21521,5058,13.79517251,1085,74,4,2.127369426,2.959225419
2059,OHIO,CRAWFORD,42485,42.9,40563,22631,6566,15.45486642,1505,287,67,8.332352595,3.542426739
2060,OHIO,CUYAHOGA,1258710,40.4,45289,29143,227740,18.09312709,62792,3644,1038,3.719681261,4.988599439
2061,OHIO,DARKE,52185,42,47043,23589,6344,12.15675002,1575,90,4,1.801283894,3.018108652
2062,OHIO,DEFIANCE,38488,39.9,50822,24703,5129,13.32623155,1331,65,55,3.117854916,3.458220744
2063,OHIO,DELAWARE,188996,38,94234,42985,9034,4.779995344,2718,898,57,5.053016995,1.438125675
2064,OHIO,ERIE,75808,44.5,48276,28684,9584,12.64246518,2944,263,181,5.856901646,3.883495146
2065,OHIO,FAIRFIELD,150163,39.3,61473,28746,15010,9.995804559,4483,833,216,6.98574216,2.985422508
2066,OHIO,FAYETTE,28719,41.3,41954,22728,5207,18.13085414,924,234,50,9.888923709,3.217382221
2067,OHIO,FRANKLIN,1232118,33.9,54037,30098,205186,16.65311277,42340,2796,785,2.906377474,3.43635918
2068,OHIO,FULTON,42466,40,55860,27010,4688,11.03941977,1354,111,13,2.919983045,3.188433099
2069,OHIO,GALLIA,30376,40.5,39423,20914,6334,20.85198841,892,86,29,3.785883592,2.936528839
2070,OHIO,GEAUGA,94020,44.2,74165,37537,6399,6.805998724,1956,325,13,3.594979792,2.080408424
2071,OHIO,GREENE,164325,38,61116,31877,19929,12.12779553,5354,469,27,3.018408641,3.258177392
2072,OHIO,GUERNSEY,39478,42.3,41566,22280,7722,19.56026141,1697,173,14,4.736815442,4.298596687
2073,OHIO,HAMILTON,805965,37,50399,31303,140334,17.41192235,33176,2033,449,3.079538193,4.11630778
2074,OHIO,HANCOCK,75672,38.9,51604,28244,9877,13.05238397,2182,174,49,2.946928851,2.883497198
2075,OHIO,HARDIN,31652,35.8,44842,20994,4574,14.45090358,1269,124,4,4.043978264,4.009225325
2076,OHIO,HARRISON,15521,46.2,44000,22639,2756,17.75658785,323,36,11,3.028155402,2.081051479
2077,OHIO,HENRY,27890,41.4,54941,26288,2783,9.978486913,752,60,26,3.083542488,2.69630692
2078,OHIO,HIGHLAND,43109,40.2,40593,21134,8822,20.46440418,1824,109,13,2.830035491,4.23113503
2079,OHIO,HOCKING,28690,42.7,43382,22091,4655,16.22516556,1229,154,6,5.576856047,4.283722551
2080,OHIO,HOLMES,43702,30.6,53619,19517,5504,12.59438927,688,40,0,0.915289918,1.574298659
2081,OHIO,HURON,58704,39.4,48838,23698,7467,12.71974652,1944,142,17,2.708503679,3.311529027
2082,OHIO,JACKSON,32717,40.3,40330,20583,7409,22.64571935,1674,230,28,7.885808601,5.116606046
2083,OHIO,JEFFERSON,67607,44.5,42327,23356,11208,16.57816498,2491,268,63,4.895942728,3.684529708
2084,OHIO,KNOX,60878,39,48619,23426,8958,14.71467525,1812,200,17,3.564506061,2.976444693
2085,OHIO,LAKE,229266,43.3,59958,31053,19231,8.388073242,6513,978,97,4.688876676,2.840805004
2086,OHIO,LAWRENCE,61503,41.4,44256,22567,11183,18.18285287,2030,145,2,2.390127311,3.300652001
2087,OHIO,LICKING,169762,39.8,57571,27934,20814,12.26069438,5829,519,107,3.687515463,3.433630612
2088,OHIO,LOGAN,45388,41.2,51136,25877,6258,13.78778532,1331,198,15,4.692870362,2.93249317
2089,OHIO,LORAIN,304091,41.2,53459,27537,41156,13.53410657,12394,1132,285,4.659789339,4.07575364
2090,TENNESSEE,GIBSON,49511,40.3,38854,20948,9039,18.25654905,1780,302,25,6.604592919,3.595160671
2091,TENNESSEE,GILES,29034,42.9,40635,21487,4721,16.26024661,916,148,8,5.373010953,3.154921816
2092,TENNESSEE,GRAINGER,22813,44.2,37522,19850,4578,20.06750537,798,107,0,4.690308158,3.498005523
2093,TENNESSEE,GREENE,68502,44,36711,21525,12373,18.06224636,2438,313,73,5.634871975,3.559020175
2094,TENNESSEE,GRUNDY,13494,43,28467,16132,3718,27.55298651,555,25,0,1.852675263,4.112939084
2095,TENNESSEE,HAMBLEN,63203,40.5,39270,20642,13112,20.74585067,2415,84,50,2.120152524,3.821021154
2096,TENNESSEE,HAMILTON,351305,39.3,49434,28456,50631,14.41226285,12322,1035,176,3.447147066,3.507493489
2097,TENNESSEE,HANCOCK,6609,44.3,27973,16351,1757,26.5849599,320,44,15,8.927220457,4.841882282
2098,TENNESSEE,HARDEMAN,25975,39.9,33566,16178,5285,20.34648701,1810,259,80,13.05101059,6.968238691
2099,TENNESSEE,HARDIN,25839,45.1,37244,22928,5634,21.80424939,1350,186,49,9.09477921,5.224660397
2100,TENNESSEE,HAWKINS,56567,43.8,37883,21394,10706,18.92622907,2097,206,10,3.81848074,3.707108385
2101,TENNESSEE,HAYWOOD,18129,40.4,35094,19956,3744,20.65199404,576,57,66,6.784709581,3.177229853
2102,TENNESSEE,HENDERSON,27952,40.4,41478,20479,5703,20.40283343,1159,112,2,4.078420149,4.146393818
2103,TENNESSEE,HENRY,32291,45.1,38378,23090,6151,19.04865133,1104,107,32,4.304604998,3.418909294
2104,TENNESSEE,HICKMAN,24251,40.4,37546,18410,5181,21.36406746,779,95,0,3.917364232,3.212238671
2105,TENNESSEE,HOUSTON,8234,43.5,40680,18256,1672,20.30604809,245,29,0,3.521982026,2.975467573
2106,TENNESSEE,HUMPHREYS,18216,41.7,40995,23221,3308,18.15985946,609,100,25,6.862099253,3.343214756
2107,TENNESSEE,JACKSON,11526,46.1,32676,17675,2835,24.59656429,470,5,12,1.474926254,4.07773729
2108,TENNESSEE,JEFFERSON,52851,42.7,43673,22674,7724,14.61467143,1961,104,12,2.194849672,3.710431212
2109,TENNESSEE,JOHNSON,17923,44.8,30180,17834,4313,24.06405178,407,216,61,15.45500195,2.270825197
2110,TENNESSEE,KNOX,448164,37.3,50366,28980,70612,15.75583938,14462,1007,206,2.706598477,3.226943708
2111,TENNESSEE,LAKE,7643,40.7,29893,13330,1413,18.48750491,254,110,43,20.01831741,3.323302368
2112,TENNESSEE,LAUDERDALE,27261,37.6,32353,16217,6014,22.06081949,1175,330,155,17.79098346,4.310186714
2113,TENNESSEE,LAWRENCE,42406,39.9,40457,19802,8136,19.18596425,1581,192,3,4.598405886,3.728246003
2114,TENNESSEE,LEWIS,11907,43.6,36920,19877,2384,20.02183589,245,33,0,2.771478962,2.057613169
2115,TENNESSEE,LINCOLN,33582,42.9,41038,22541,6123,18.23298195,1168,80,35,3.424453576,3.478053719
2116,TENNESSEE,LOUDON,50637,47.2,52995,28660,6767,13.36374588,1608,139,23,3.199241661,3.175543575
2117,TENNESSEE,MCMINN,52606,42.9,38661,20472,10012,19.03204958,1937,88,11,1.881914611,3.682089495
2118,TENNESSEE,MCNAIRY,26057,42.9,31956,18285,5916,22.70407184,1567,44,20,2.456153817,6.01373911
2119,TENNESSEE,MACON,22924,39.6,34098,19437,4167,18.17745594,708,116,31,6.412493457,3.088466236
2120,TENNESSEE,MADISON,98128,37.8,44237,23724,18345,18.69496984,3369,420,152,5.829121148,3.43327083
2121,TENNESSEE,MARION,28363,43.2,41477,22056,5374,18.94721997,815,45,20,2.291718083,2.873461905
2122,TENNESSEE,MARSHALL,31335,39.6,44900,23407,4655,14.85559279,1260,148,14,5.169937769,4.021062709
2123,TENNESSEE,MAURY,85767,39.1,49597,24986,12413,14.47293248,2987,533,19,6.436041834,3.482691478
2124,TENNESSEE,MEIGS,11804,43.9,35209,19976,2160,18.29888174,568,80,0,6.777363606,4.81192816
2125,TENNESSEE,MONROE,45482,43.1,37054,19840,8575,18.85361242,2156,230,18,5.452706565,4.740336837
2126,TENNESSEE,MONTGOMERY,189709,30.3,51528,23384,28232,14.88173993,6736,906,59,5.086738109,3.550701337
2127,TENNESSEE,MOORE,6314,46.5,49496,30126,644,10.19955654,177,24,13,5.859993665,2.803294267
2128,TENNESSEE,MORGAN,21688,41.1,39728,18281,4415,20.35687938,653,266,61,15.07746219,3.010881594
2129,TENNESSEE,OBION,30900,42.5,38933,21650,6399,20.70873786,1504,139,17,5.048543689,4.867313916
2130,TENNESSEE,OVERTON,22090,42.6,35065,19827,4340,19.64689905,672,56,16,3.259393391,3.042100498
2131,TENNESSEE,PERRY,7891,43.3,31274,18611,2216,28.08262578,212,62,0,7.857052338,2.686604993
2132,TENNESSEE,PICKETT,5096,49.8,39014,20664,827,16.22841444,132,69,6,14.71742543,2.590266876
2133,TENNESSEE,POLK,16697,44.6,41520,22768,2918,17.47619333,643,34,16,2.994549919,3.850991196
2134,TENNESSEE,PUTNAM,74652,36.1,36350,22555,17180,23.01344907,2625,334,63,5.318008895,3.516315705
2135,TENNESSEE,RHEA,32461,40.3,38355,20888,7160,22.05723792,1177,87,18,3.234650812,3.625889529
2136,TENNESSEE,ROANE,52983,46.3,42299,23942,8449,15.94662439,2129,177,0,3.340694185,4.018270011
2137,TENNESSEE,ROBERTSON,67905,38.5,56331,25534,7067,10.40718651,2583,340,47,5.699138502,3.803843605
2138,TENNESSEE,RUTHERFORD,290289,32.9,58032,26373,35764,12.32013614,9576,937,97,3.561967556,3.298781559
2139,TENNESSEE,SCOTT,22029,38.8,30897,21011,6000,27.23682419,1224,158,19,8.034863135,5.556312134
2140,TENNESSEE,SEQUATCHIE,14710,42.5,46541,21605,2328,15.82596873,574,161,29,12.91638341,3.90210741
2141,TENNESSEE,SEVIER,94537,42.4,42586,22773,14285,15.11048584,3103,381,18,4.220569724,3.282312745
2142,TENNESSEE,SHELBY,936990,35.1,46854,26963,196471,20.96831343,44339,3433,1139,4.879454423,4.732067578
2143,TENNESSEE,SMITH,19176,41.2,44272,23108,3050,15.90529829,366,88,16,5.423445974,1.908635795
2144,TENNESSEE,STEWART,13257,43.4,41835,21652,2520,19.00882553,459,78,0,5.883684091,3.462321792
2145,TENNESSEE,SULLIVAN,156644,44.5,40983,24680,25982,16.58665509,5564,668,46,4.558106279,3.552003269
2146,TENNESSEE,SUMNER,172786,39.5,58972,29313,16543,9.574271064,4679,862,29,5.156667786,2.707974026
2147,TENNESSEE,TIPTON,61558,37.3,54650,24969,8378,13.60992885,2825,229,36,4.3048832,4.589167939
2148,TENNESSEE,TROUSDALE,7970,39,47667,23319,1043,13.08657465,306,28,20,6.022584693,3.839397742
2149,TENNESSEE,UNICOI,17945,45.6,35390,20958,3687,20.54611312,882,48,22,3.900808025,4.915018111
2150,TENNESSEE,UNION,19081,41.5,38540,19030,4420,23.16440438,679,58,35,4.873958388,3.558513705
2151,OHIO,LUCAS,434800,37.9,42917,25977,87717,20.17410304,20764,1584,301,4.335326587,4.775528979
2152,OHIO,MADISON,43537,40.2,58326,25687,4061,9.32769828,1269,219,87,7.02850449,2.914762156
2153,OHIO,MAHONING,233015,43.4,41872,24651,40823,17.519473,10044,1102,192,5.553290561,4.310452117
2154,OHIO,MARION,65620,40.5,43557,21177,10299,15.69491009,2248,438,111,8.366351722,3.425784822
2155,OHIO,MEDINA,175543,41.8,69319,32911,11532,6.569330591,3862,440,42,2.745765995,2.200030762
2156,OHIO,MEIGS,23345,42.8,39640,21317,5247,22.4759049,1116,110,10,5.140286999,4.780466909
2157,OHIO,MERCER,40886,40,55220,26236,3347,8.186176197,1021,73,9,2.005576481,2.497187301
2158,OHIO,MIAMI,103864,41.4,53432,27247,11374,10.95085882,3403,287,63,3.369791266,3.276399908
2159,OHIO,MONROE,14442,46.3,41368,22100,2679,18.55006232,375,38,0,2.631214513,2.59659327
2160,OHIO,MONTGOMERY,532761,39.4,45394,26392,95684,17.96002335,22869,1385,349,3.254742746,4.292543936
2161,OHIO,MORGAN,14857,43.8,38941,20301,2936,19.76172848,500,48,0,3.230800296,3.365416975
2162,OHIO,MORROW,35032,41.5,53032,23630,3816,10.89289792,950,98,20,3.368348938,2.711806348
2163,OHIO,MUSKINGUM,85991,40.2,42464,21945,14564,16.93665616,3110,307,48,4.128339012,3.616657557
2164,OHIO,NOBLE,14429,47.9,41398,21188,1409,9.765056483,290,80,30,7.623535935,2.009841292
2165,OHIO,OTTAWA,40981,47.8,54580,30403,4464,10.89285279,1087,220,22,5.905175569,2.652448696
2166,OHIO,PAULDING,19057,41.3,48003,24174,2083,10.93036679,573,81,0,4.250406675,3.006769166
2167,OHIO,PERRY,35947,39.8,43674,20852,7322,20.3688764,1541,215,19,6.509583554,4.286866776
2168,OHIO,PICKAWAY,56804,39.3,58706,24779,6324,11.1330188,1599,387,52,7.728328991,2.81494261
2169,OHIO,PIKE,28298,40.8,41128,21375,5735,20.26644993,1249,171,14,6.537564492,4.413739487
2170,OHIO,PORTAGE,161796,37.7,52427,26769,23293,14.39652402,7068,575,44,3.825805335,4.368463992
2171,OHIO,PREBLE,41561,42.2,51356,24605,5536,13.32017998,1375,142,48,4.571593561,3.308390077
2172,OHIO,PUTNAM,34116,39.4,60245,27367,2648,7.761754016,522,54,20,2.169070231,1.530073866
2173,OHIO,RICHLAND,121888,41.2,42849,22520,18849,15.46419664,4518,707,158,7.096678918,3.706681544
2174,OHIO,ROSS,77193,40.4,44587,22158,13419,17.38370059,3312,682,247,12.03476999,4.290544479
2175,OHIO,SANDUSKY,59870,41.5,49032,24467,7757,12.95640555,1895,201,22,3.72473693,3.165191248
2176,OHIO,SCIOTO,77366,39.7,37936,20728,17569,22.70894191,2764,623,35,8.505028048,3.572628803
2177,OHIO,SENECA,55711,39.4,48415,23900,8209,14.73497155,1877,155,30,3.320708657,3.369173054
2178,OHIO,SHELBY,48949,39.5,56169,27330,4600,9.397536211,1484,148,34,3.718155631,3.031726899
2179,OHIO,STARK,374762,41.7,48714,26442,51534,13.75112738,14482,1053,161,3.239389266,3.864319221
2180,OHIO,SUMMIT,541372,40.8,51562,29643,75894,14.01882624,20538,1344,303,3.04227038,3.793694539
2181,OHIO,TRUMBULL,204908,43.8,43811,24445,35115,17.13695903,6546,974,184,5.651316688,3.194604408
2182,OHIO,TUSCARAWAS,92579,40.9,46992,24173,12379,13.3712829,2620,173,56,2.473563119,2.830015446
2183,OHIO,UNION,53955,38.2,71282,30431,3965,7.348716523,1006,300,34,6.190343805,1.864516727
2184,OHIO,VAN WERT,28501,41.4,50547,25316,3449,12.10132978,825,114,11,4.385811024,2.894635276
2185,OHIO,VINTON,13128,41,41080,19431,2767,21.07708714,627,119,11,9.902498477,4.776051188
2186,OHIO,WARREN,222184,39.1,76200,36057,11581,5.212346524,5644,676,66,3.339574407,2.540236921
2187,OHIO,WASHINGTON,61154,43.6,44763,25462,9275,15.16662851,1321,153,90,3.973574909,2.160120352
2188,OHIO,WAYNE,115747,38.8,51363,24311,14207,12.27418421,2453,215,30,2.11668553,2.119277389
2189,OHIO,WILLIAMS,37270,41.6,45044,22757,5176,13.88784545,1059,115,26,3.783203649,2.841427422
2190,OHIO,WOOD,129418,34.7,55985,28843,16797,12.97887465,4445,325,64,3.005764268,3.434607242
2191,OHIO,WYANDOT,22359,41.7,50723,25064,2440,10.91283152,639,81,16,4.338297777,2.857909567
2192,OKLAHOMA,ADAIR,22161,37.1,33184,16018,6595,29.75948739,518,66,20,3.880691305,2.337439646
2193,OKLAHOMA,ALFALFA,5784,44.1,52226,27807,589,10.18326418,97,51,7,10.02766252,1.677040111
2194,OKLAHOMA,ATOKA,13847,40.7,36528,19159,2690,19.4265906,445,87,19,7.655087745,3.213692497
2195,OKLAHOMA,BEAVER,5479,41,52908,26738,547,9.983573645,81,14,0,2.555210805,1.478371966
2196,OKLAHOMA,BECKHAM,23290,34.9,48851,25269,3030,13.00987548,325,57,35,3.950193216,1.39544869
2197,OKLAHOMA,BLAINE,9777,41.7,44216,20848,1144,11.70093076,96,24,0,2.454740718,0.981896287
2198,OKLAHOMA,BRYAN,44529,37.5,39936,21273,7551,16.95748838,1432,119,11,2.919445754,3.215881785
2199,OKLAHOMA,CADDO,29510,37.2,40199,20499,5883,19.93561505,1028,153,15,5.692985429,3.483564893
